shipment_id,order_id,warehouse_id,carrier,ship_date,promised_delivery_days,actual_delivery_days,delivery_status,shipment_cost_usd,weight_kg,distance_km
SHP000274,ORD000274,WH08,UPS,2023-07-31,7.0,15.0,Late,288.0,18.95,2776
SHP000275,ORD000275,WH03,XPO Freight,2023-01-25,13.0,13.0,On Time,323.21,124.96,2673
SHP000276,ORD000276,WH01,Amazon Logistics,2024-08-02,5.0,5.0,On Time,33.3,126.16,338
SHP000277,ORD000277,WH03,FedEx,2024-01-29,4.0,4.0,On Time,86.56,98.43,2192
SHP000278,ORD000278,WH02,XPO Freight,2023-03-08,8.0,7.0,Early,256.69,122.65,1873
SHP000279,ORD000279,WH06,XPO Freight,2023-08-21,13.0,13.0,On Time,309.9,148.63,3894
SHP000280,ORD000280,WH07,USPS,2023-04-19,5.0,5.0,On Time,295.88,145.17,4795
SHP000281,ORD000281,WH09,USPS,2023-05-26,12.0,12.0,On Time,157.16,145.9,2557
SHP000282,ORD000282,WH05,USPS,2023-04-21,3.0,3.0,On Time,99.9,50.31,4439
SHP000283,ORD000283,WH04,FedEx,2023-08-16,13.0,16.0,Late,240.6,144.55,2606
SHP000284,ORD000284,WH01,USPS,2023-04-21,7.0,10.0,Late,79.03,151.56,586
SHP000285,ORD000285,WH06,FedEx,2024-04-14,4.0,4.0,Cancelled,245.16,94.49,3961
SHP000286,ORD000286,WH08,USPS,2023-02-03,4.0,4.0,On Time,160.95,89.92,4166
SHP000287,ORD000287,WH04,XPO Freight,2024-09-14,6.0,4.0,Early,234.57,3.16,2782
SHP000288,ORD000288,WH01,XPO Freight,2024-01-04,6.0,6.0,On Time,100.34,176.12,3474
SHP000289,ORD000289,WH05,USPS,2024-08-17,6.0,6.0,On Time,183.56,109.16,469
SHP000290,ORD000290,WH10,XPO Freight,2024-07-07,9.0,7.0,Early,150.29,107.87,1637
SHP000291,ORD000291,WH05,Amazon Logistics,2024-02-29,3.0,0.0,Early,17511.224528689017,156.89,751
SHP000292,ORD000292,WH02,Amazon Logistics,2024-09-04,10.0,10.0,On Time,209.31,102.92,4229
SHP000293,ORD000293,WH06,DHL,2024-06-01,14.0,19.0,Late,356.1,87.62,1444
SHP000294,ORD000294,WH10,Amazon Logistics,2024-11-22,12.0,11.0,Early,349.8,6.54,3836
SHP000295,ORD000295,WH09,USPS,2023-10-09,11.0,8.0,Early,105.24,133.96,1797
SHP000296,ORD000296,WH06,USPS,2023-11-16,12.0,13.0,Late,168.58,88.99,4746
SHP000297,ORD000297,WH08,DHL,2024-03-18,8.0,8.0,On Time,71.57,188.25,2977
SHP000298,ORD000298,WH10,DHL,2023-11-11,6.0,5.0,Early,129.71,169.22,2745
SHP000299,ORD000299,WH03,UPS,2024-01-12,8.0,8.0,On Time,173.41,15.39,4171
SHP000300,ORD000300,WH10,Amazon Logistics,2023-10-16,12.0,12.0,On Time,203.42,144.61,4469
SHP000301,ORD000301,WH02,FedEx,2024-03-12,9.0,9.0,On Time,300.17,129.31,810
SHP000302,ORD000302,WH04,FedEx,2024-10-23,8.0,9.0,Late,319.48,166.25,3559
SHP000303,ORD000303,WH09,UPS,2023-10-04,13.0,19.0,Late,140.63,195.67,3343
SHP000304,ORD000304,WH09,XPO Freight,2024-12-10,,7.0,Cancelled,152.56,95.02,1938
SHP000305,ORD000305,WH03,FedEx,2024-08-04,7.0,7.0,On Time,123.83,151.19,4922
SHP000306,ORD000306,WH01,UPS,2024-05-17,10.0,10.0,On Time,163.08,167.87,4570
SHP000307,ORD000307,WH01,DHL,2024-09-15,10.0,10.0,On Time,295.43,125.02,4822
SHP000308,ORD000308,WH04,USPS,2024-05-30,14.0,21.0,Late,134.03,32.96,1460
SHP000309,ORD000309,WH04,DHL,2023-12-16,12.0,10.0,Early,258.14,26.49,4970
SHP000310,ORD000310,WH10,FedEx,2024-03-21,11.0,11.0,On Time,353.79,143.16,4250
SHP000311,ORD000311,WH06,Amazon Logistics,2023-12-16,6.0,,Early,237.49,195.42,3759
SHP000312,ORD000312,WH05,XPO Freight,2024-08-29,12.0,12.0,On Time,164.85,57.7,2087
SHP000313,ORD000313,WH06,FedEx,2024-10-25,8.0,8.0,On Time,92.36,177.65,4562
SHP000314,ORD000314,WH10,Amazon Logistics,2023-05-17,9.0,9.0,On Time,83.38,199.6,1602
SHP000315,ORD000315,WH07,FedEx,2023-08-31,7.0,7.0,On Time,250.28,58.9,4299
SHP000316,ORD000316,WH07,FedEx,2024-06-26,13.0,11.0,Early,133.27,30.01,94
SHP000317,ORD000317,WH10,UPS,2023-02-09,10.0,10.0,On Time,195.37,67.36,2288
SHP000318,ORD000318,WH10,XPO Freight,2023-08-17,5.0,5.0,On Time,300.73,103.14,1227
SHP000319,ORD000319,WH09,FedEx,2024-07-01,10.0,10.0,On Time,206.04,54.55,1307
SHP000320,ORD000320,WH06,XPO Freight,2023-08-11,7.0,7.0,On Time,150.45,192.87,1899
SHP000321,ORD000321,WH08,FedEx,2023-01-06,3.0,,On Time,114.35,28.49,4769
SHP000322,ORD000322,WH02,Amazon Logistics,2023-11-18,8.0,8.0,On Time,232.86,59.04,602
SHP000323,ORD000323,WH08,DHL,2024-04-12,4.0,4.0,On Time,131.58,59.24,1797
SHP000324,ORD000324,WH09,UPS,2023-03-16,9.0,9.0,On Time,343.41,109.38,418
SHP000325,ORD000325,WH04,DHL,2023-01-04,11.0,11.0,On Time,54.16,128.96,122
SHP000326,ORD000326,WH05,DHL,2024-10-07,5.0,5.0,On Time,298.61,8.7,4161
SHP000327,ORD000327,WH05,XPO Freight,2023-04-28,,7.0,On Time,93.38,188.99,4521
SHP000328,ORD000328,WH02,FedEx,2024-08-28,6.0,6.0,On Time,211.26,179.9,3682
SHP000329,ORD000329,WH05,Amazon Logistics,2024-05-18,6.0,4.0,Early,119.13,198.82,1725
SHP000330,ORD000330,WH09,XPO Freight,2024-07-27,6.0,3.0,Early,269.72,83.71,2562
SHP000331,ORD000331,WH04,USPS,2024-03-16,5.0,3.0,Early,221.48,0.8,2892
SHP000332,ORD000332,WH10,DHL,2023-07-13,7.0,,On Time,129.15,133.97,4864
SHP000333,ORD000333,WH03,FedEx,2024-12-15,11.0,11.0,On Time,256.08,26.4,4634
SHP000334,ORD000334,WH07,DHL,2024-01-27,13.0,13.0,On Time,362.92,102.13,2932
SHP000335,ORD000335,WH08,XPO Freight,2023-01-26,10.0,10.0,On Time,100.31,19.22,1729
SHP000336,ORD000336,WH10,DHL,2024-03-10,12.0,,On Time,290.58,119.47,4731
SHP000337,ORD000337,WH06,FedEx,2023-06-22,4.0,4.0,On Time,257.91,189.94,4509
SHP000338,ORD000338,WH06,Amazon Logistics,2023-10-27,14.0,14.0,On Time,213.25,96.03,1783
SHP000339,ORD000339,WH05,DHL,2024-10-06,,10.0,Late,73.46,15.66,147
SHP000340,ORD000340,WH06,XPO Freight,2023-11-22,14.0,22.0,Late,195.01,4.35,2175
SHP000341,ORD000341,WH09,DHL,2024-02-14,,14.0,Late,201.11,8.93,964
SHP000342,ORD000342,WH02,DHL,2023-04-28,4.0,4.0,On Time,160.63,21.82,1580
SHP000343,ORD000343,WH10,FedEx,2024-12-24,9.0,9.0,Cancelled,112.92,108.84,2415
SHP000344,ORD000344,WH03,USPS,2023-08-13,7.0,7.0,On Time,140.93,24.21,4228
SHP000345,ORD000345,WH01,XPO Freight,2024-06-15,9.0,9.0,On Time,191.64,51.83,243
SHP000346,ORD000346,WH04,USPS,2023-04-23,7.0,7.0,On Time,295.65,61.14,136
SHP000347,ORD000347,WH02,UPS,2023-05-20,14.0,14.0,On Time,318.27,8.65,2665
SHP000348,ORD000348,WH06,UPS,2024-07-12,8.0,8.0,On Time,236.64,66.83,1924
SHP000349,ORD000349,WH01,USPS,2023-01-01,10.0,10.0,On Time,146.62,37.5,2950
SHP000350,ORD000350,WH08,Amazon Logistics,2023-03-31,3.0,3.0,On Time,221.39,20.96,4742
SHP000351,ORD000351,WH10,DHL,2024-10-15,,7.0,On Time,334.61,187.19,3129
SHP000352,ORD000352,WH06,USPS,2023-11-16,14.0,14.0,On Time,139.86,137.31,551
SHP000353,ORD000353,WH09,Amazon Logistics,2024-07-03,3.0,3.0,On Time,103.35,51.02,4846
SHP000354,ORD000354,WH06,DHL,2023-05-19,7.0,7.0,On Time,208.78,62.51,726
SHP000355,ORD000355,WH10,XPO Freight,2024-05-25,3.0,3.0,On Time,132.03,99.08,1337
SHP000356,ORD000356,WH07,Amazon Logistics,2023-09-16,,7.0,On Time,282.12,185.46,691
SHP000357,ORD000357,WH05,USPS,2024-11-03,12.0,12.0,On Time,184.91,24.2,2928
SHP000358,ORD000358,WH08,XPO Freight,2024-11-20,,,Cancelled,306.02,134.05,2903
SHP000359,ORD000359,WH08,Amazon Logistics,2023-01-10,9.0,,On Time,302.48,183.83,3112
SHP000360,ORD000360,WH10,Amazon Logistics,2023-09-18,14.0,14.0,On Time,136.79,119.08,2494
SHP000361,ORD000361,WH09,USPS,2024-10-11,8.0,8.0,On Time,72.63,169.35,3142
SHP000362,ORD000362,WH06,DHL,2023-06-21,10.0,10.0,On Time,278.06,130.88,1616
SHP000363,ORD000363,WH01,UPS,2023-01-13,,7.0,On Time,161.59,20.1,3129
SHP000364,ORD000364,WH09,DHL,2023-06-17,8.0,8.0,Cancelled,125.17,103.96,844
SHP000365,ORD000365,WH03,XPO Freight,2024-10-03,6.0,6.0,On Time,308.49,7.76,1347
SHP000366,ORD000366,WH09,FedEx,2024-08-18,6.0,6.0,On Time,54.39,103.33,2477
SHP000367,ORD000367,WH07,XPO Freight,2023-11-17,6.0,6.0,On Time,276.06,107.74,3009
SHP000368,ORD000368,WH03,XPO Freight,2023-11-15,8.0,7.0,Early,202.97,146.46,1340
SHP000369,ORD000369,WH09,UPS,2024-09-04,3.0,3.0,On Time,56.54,7.96,1999
SHP000370,ORD000370,WH07,XPO Freight,2023-11-25,,7.0,On Time,140.3,73.39,3021
SHP000371,ORD000371,WH07,UPS,2024-07-03,4.0,,On Time,205.28,148.28,4658
SHP000372,ORD000372,WH07,UPS,2024-02-23,8.0,8.0,Cancelled,95.56,87.42,4775
SHP000373,ORD000373,WH02,FedEx,2024-08-28,13.0,17.0,Late,136.58,172.44,2097
SHP000374,ORD000374,WH04,FedEx,2023-04-05,3.0,,On Time,127.09,134.1,3168
SHP000375,ORD000375,WH10,FedEx,2024-08-03,11.0,,On Time,216.39,129.53,3975
SHP000376,ORD000376,WH08,XPO Freight,2023-11-14,14.0,14.0,On Time,334.39,72.47,2126
SHP000377,ORD000377,WH02,UPS,2023-08-24,8.0,8.0,On Time,315.97,43.25,2797
SHP000378,ORD000378,WH04,USPS,2023-11-30,9.0,9.0,On Time,94.81,141.54,1428
SHP000379,ORD000379,WH10,USPS,2024-01-11,14.0,14.0,On Time,92.24,49.38,2346
SHP000380,ORD000380,WH08,DHL,2024-04-03,3.0,,On Time,339.98,176.09,2374
SHP000381,ORD000381,WH03,FedEx,2023-05-17,10.0,10.0,On Time,97.08,185.81,2363
SHP000382,ORD000382,WH06,FedEx,2024-08-10,14.0,14.0,On Time,279.59,134.28,3460
SHP000383,ORD000383,WH02,UPS,2024-06-30,14.0,14.0,On Time,320.21,2.39,2919
SHP000384,ORD000384,WH08,USPS,2024-05-27,,7.0,Cancelled,80.93,178.06,3025
SHP000385,ORD000385,WH08,DHL,2023-10-23,14.0,12.0,Early,324.71,30.74,1350
SHP000386,ORD000386,WH01,XPO Freight,2023-11-16,14.0,14.0,On Time,155.91,101.61,3307
SHP000387,ORD000387,WH03,USPS,2024-07-25,7.0,7.0,On Time,258.27,16.47,4212
SHP000388,ORD000388,WH02,XPO Freight,2023-12-15,7.0,7.0,On Time,144.5,136.35,1654
SHP000389,ORD000389,WH07,XPO Freight,2023-08-17,8.0,8.0,On Time,259.99,93.34,3271
SHP000390,ORD000390,WH07,FedEx,2023-09-27,,7.0,On Time,310.32,193.21,1091
SHP000391,ORD000391,WH04,Amazon Logistics,2023-10-18,9.0,9.0,Cancelled,65.65,70.01,3040
SHP000392,ORD000392,WH08,Amazon Logistics,2024-12-25,7.0,7.0,On Time,196.7,6.4,4563
SHP000393,ORD000393,WH03,Amazon Logistics,2023-06-14,3.0,3.0,Cancelled,132.16,199.19,3275
SHP000394,ORD000394,WH09,DHL,2023-01-05,13.0,13.0,On Time,357.8,20.87,931
SHP000395,ORD000395,WH05,Amazon Logistics,2024-01-14,11.0,11.0,On Time,207.16,127.21,2612
SHP000396,ORD000396,WH02,UPS,2023-03-19,8.0,8.0,On Time,155.86,97.83,351
SHP000397,ORD000397,WH09,DHL,2024-02-14,11.0,11.0,On Time,110.88,17.86,1112
SHP000398,ORD000398,WH01,Amazon Logistics,2024-07-27,13.0,20.0,Late,218.95,137.72,1259
SHP000399,ORD000399,WH08,Amazon Logistics,2023-05-12,6.0,6.0,On Time,334.54,4.38,4269
SHP000400,ORD000400,WH06,FedEx,2024-08-23,4.0,4.0,On Time,285.03,149.52,1002
SHP000401,ORD000401,WH01,XPO Freight,2023-02-11,,7.0,On Time,142.4,88.28,1620
SHP000402,ORD000402,WH04,FedEx,2023-03-30,14.0,14.0,On Time,11362.799232479403,131.37,315
SHP000403,ORD000403,WH03,DHL,2024-02-06,6.0,4.0,Early,316.16,127.2,114
SHP000404,ORD000404,WH07,DHL,2023-10-23,12.0,12.0,On Time,235.5,160.74,3569
SHP000405,ORD000405,WH07,DHL,2023-10-22,14.0,11.0,Early,143.45,88.89,2742
SHP000406,ORD000406,WH06,DHL,2024-09-07,10.0,10.0,Cancelled,49.19,75.77,487
SHP000407,ORD000407,WH10,FedEx,2024-06-09,5.0,5.0,On Time,257.36,124.82,3901
SHP000408,ORD000408,WH10,Amazon Logistics,2024-11-21,10.0,,On Time,119.39,175.03,3163
SHP000409,ORD000409,WH08,USPS,2024-09-28,8.0,8.0,On Time,85.0,61.36,4454
SHP000410,ORD000410,WH07,DHL,2024-02-26,6.0,6.0,On Time,60.75,171.19,1841
SHP000411,ORD000411,WH04,XPO Freight,2023-01-23,9.0,7.0,Early,71.37,183.11,1369
SHP000412,ORD000412,WH07,UPS,2024-07-28,13.0,13.0,On Time,85.08,9.76,708
SHP000413,ORD000413,WH01,XPO Freight,2023-05-23,,7.0,On Time,179.65,61.37,2979
SHP000414,ORD000414,WH03,DHL,2024-10-26,7.0,9.0,Late,282.01,81.88,1398
SHP000415,ORD000415,WH02,XPO Freight,2023-05-25,11.0,11.0,On Time,304.16,26.15,263
SHP000416,ORD000416,WH07,Amazon Logistics,2023-08-13,5.0,5.0,On Time,222.97,198.7,3652
SHP000417,ORD000417,WH09,DHL,2024-05-17,,7.0,On Time,63.8,66.76,4184
SHP000418,ORD000418,WH05,XPO Freight,2024-09-07,6.0,8.0,Late,342.58,116.89,3421
SHP000419,ORD000419,WH09,Amazon Logistics,2023-04-14,7.0,7.0,On Time,52.87,167.88,374
SHP000420,ORD000420,WH08,UPS,2023-02-08,3.0,3.0,Cancelled,245.03,122.99,1917
SHP000421,ORD000421,WH01,USPS,2023-07-17,9.0,9.0,On Time,327.67,105.84,623
SHP000422,ORD000422,WH02,Amazon Logistics,2024-10-07,10.0,10.0,On Time,320.86,180.02,4492
SHP000423,ORD000423,WH06,Amazon Logistics,2024-08-01,8.0,8.0,On Time,270.42,122.67,4974
SHP000424,ORD000424,WH05,DHL,2024-01-26,11.0,11.0,On Time,225.97,160.74,786
SHP000425,ORD000425,WH07,Amazon Logistics,2023-06-28,5.0,2.0,Early,310.31,132.61,1988
SHP000426,ORD000426,WH09,Amazon Logistics,2024-07-07,4.0,,On Time,222.46,36.2,4715
SHP000427,ORD000427,WH04,Amazon Logistics,2024-03-23,7.0,9.0,Late,303.77,138.94,4357
SHP000428,ORD000428,WH08,XPO Freight,2024-05-14,,7.0,On Time,116.76,157.04,1082
SHP000429,ORD000429,WH04,UPS,2023-01-15,13.0,13.0,On Time,238.25,167.97,463
SHP000430,ORD000430,WH03,UPS,2024-09-14,3.0,3.0,On Time,39.64,2.48,3908
SHP000431,ORD000431,WH02,Amazon Logistics,2024-10-30,,7.0,On Time,279.69,78.27,2016
SHP000432,ORD000432,WH08,USPS,2023-10-16,12.0,17.0,Late,266.52,87.0,1429
SHP000433,ORD000433,WH08,FedEx,2024-04-22,5.0,5.0,On Time,106.37,21.25,4209
SHP000434,ORD000434,WH03,UPS,2023-08-19,12.0,12.0,On Time,119.81,53.82,4331
SHP000435,ORD000435,WH01,Amazon Logistics,2024-02-24,,7.0,On Time,314.99,190.74,1802
SHP000436,ORD000436,WH06,FedEx,2023-06-06,7.0,7.0,On Time,276.65,24.41,2893
SHP000437,ORD000437,WH05,FedEx,2024-07-03,,7.0,On Time,269.12,59.52,3119
SHP000438,ORD000438,WH08,XPO Freight,2024-03-16,,7.0,On Time,186.45,179.03,3357
SHP000439,ORD000439,WH06,DHL,2023-04-07,14.0,14.0,On Time,210.37,194.57,3774
SHP000440,ORD000440,WH04,USPS,2024-02-15,10.0,10.0,On Time,213.19,137.23,3136
SHP000441,ORD000441,WH10,DHL,2023-10-16,10.0,10.0,On Time,236.06,68.83,2766
SHP000442,ORD000442,WH10,Amazon Logistics,2023-09-11,,7.0,On Time,295.32,174.51,544
SHP000443,ORD000443,WH02,FedEx,2023-07-15,6.0,6.0,On Time,335.88,157.72,4490
SHP000444,ORD000444,WH08,XPO Freight,2024-08-20,,7.0,On Time,302.04,168.5,444
SHP000445,ORD000445,WH05,FedEx,2024-06-05,9.0,9.0,On Time,294.95,113.32,4175
SHP000446,ORD000446,WH08,FedEx,2024-05-31,8.0,8.0,On Time,155.49,6.14,2353
SHP000447,ORD000447,WH05,DHL,2024-09-26,7.0,7.0,On Time,246.81,63.43,4736
SHP000448,ORD000448,WH06,UPS,2023-04-28,,11.0,Late,263.12,185.96,4246
SHP000449,ORD000449,WH10,USPS,2023-06-08,8.0,8.0,On Time,118.59,71.76,2802
SHP000450,ORD000450,WH05,FedEx,2023-08-16,10.0,,On Time,284.78,96.93,1634
SHP000451,ORD000451,WH03,USPS,2023-08-04,8.0,9.0,Late,310.32,124.84,3158
SHP000452,ORD000452,WH10,XPO Freight,2024-11-26,,7.0,On Time,270.06,149.43,2100
SHP000453,ORD000453,WH08,FedEx,2023-01-15,11.0,11.0,On Time,255.97,175.33,677
SHP000454,ORD000454,WH03,DHL,2023-06-06,5.0,6.0,Late,118.52,47.33,3147
SHP000455,ORD000455,WH04,Amazon Logistics,2024-10-09,6.0,6.0,On Time,235.7,120.7,3399
SHP000456,ORD000456,WH06,UPS,2023-09-18,7.0,7.0,On Time,228.43,50.29,2262
SHP000457,ORD000457,WH02,Amazon Logistics,2023-06-06,13.0,13.0,On Time,148.77,179.99,3208
SHP000458,ORD000458,WH07,DHL,2023-02-16,4.0,4.0,On Time,67.63,124.73,396
SHP000459,ORD000459,WH05,FedEx,2023-11-20,13.0,13.0,On Time,194.54,88.15,553
SHP000460,ORD000460,WH10,XPO Freight,2024-11-15,,7.0,On Time,316.36,129.27,3653
SHP000461,ORD000461,WH05,USPS,2023-05-10,13.0,13.0,On Time,276.2,135.96,1237
SHP000462,ORD000462,WH05,XPO Freight,2024-02-15,12.0,12.0,On Time,187.83,21.13,1586
SHP000463,ORD000463,WH02,DHL,2023-04-05,4.0,2.0,Early,77.35,71.03,1037
SHP000464,ORD000464,WH10,XPO Freight,2024-09-18,8.0,,On Time,201.42,7.53,677
SHP000465,ORD000465,WH09,Amazon Logistics,2023-10-19,4.0,11.0,Late,307.09,156.51,3195
SHP000466,ORD000466,WH03,Amazon Logistics,2023-10-10,12.0,12.0,On Time,247.34,50.03,4105
SHP000467,ORD000467,WH07,Amazon Logistics,2023-03-10,3.0,3.0,On Time,282.48,20.11,2731
SHP000468,ORD000468,WH05,XPO Freight,2024-10-21,10.0,,On Time,136.89,160.54,3397
SHP000469,ORD000469,WH10,FedEx,2023-01-11,12.0,12.0,On Time,238.27,168.77,3084
SHP000470,ORD000470,WH10,Amazon Logistics,2023-09-11,12.0,9.0,Early,146.27,3.31,4142
SHP000471,ORD000471,WH05,Amazon Logistics,2024-07-03,3.0,3.0,On Time,246.73,60.38,919
SHP000472,ORD000472,WH04,FedEx,2023-05-14,12.0,21.0,Late,222.62,150.53,472
SHP000473,ORD000473,WH10,FedEx,2024-12-12,,5.0,Early,148.87,172.26,4131
SHP000474,ORD000474,WH06,DHL,2023-01-23,,7.0,On Time,285.02,91.52,646
SHP000475,ORD000475,WH07,FedEx,2023-12-12,3.0,2.0,Early,236.12,185.07,2379
SHP000476,ORD000476,WH07,XPO Freight,2023-10-29,10.0,10.0,On Time,194.6,107.84,506
SHP000477,ORD000477,WH08,USPS,2023-12-29,7.0,7.0,On Time,176.05,117.54,4004
SHP000478,ORD000478,WH05,USPS,2024-01-31,5.0,5.0,On Time,225.3,39.31,3152
SHP000479,ORD000479,WH07,UPS,2023-08-06,,16.0,Late,401.11,134.3,3471
SHP000480,ORD000480,WH04,FedEx,2023-05-21,3.0,3.0,On Time,142.4,52.79,3313
SHP000481,ORD000481,WH09,Amazon Logistics,2024-09-07,,7.0,On Time,78.46,106.43,991
SHP000482,ORD000482,WH05,UPS,2023-07-29,,7.0,On Time,292.29,129.03,4981
SHP000483,ORD000483,WH03,USPS,2024-09-14,6.0,3.0,Early,70.4,71.14,561
SHP000484,ORD000484,WH05,XPO Freight,2024-09-07,11.0,8.0,Early,335.41,160.37,4420
SHP000485,ORD000485,WH09,DHL,2024-11-13,11.0,11.0,On Time,322.56,132.65,2590
SHP000486,ORD000486,WH08,XPO Freight,2024-04-04,,7.0,On Time,239.28,2.44,3850
SHP000487,ORD000487,WH01,XPO Freight,2023-12-22,5.0,,On Time,286.62,114.01,1576
SHP000488,ORD000488,WH05,XPO Freight,2023-11-20,14.0,,On Time,113.75,13.24,1170
SHP000489,ORD000489,WH06,XPO Freight,2023-05-13,6.0,11.0,Late,320.35,60.91,649
SHP000490,ORD000490,WH10,DHL,2023-05-07,4.0,10.0,Late,222.0,134.77,1406
SHP000491,ORD000491,WH02,UPS,2023-04-16,9.0,9.0,On Time,110.84,48.5,3099
SHP000492,ORD000492,WH06,Amazon Logistics,2024-08-26,5.0,5.0,On Time,111.41,21.5,2468
SHP000493,ORD000493,WH09,FedEx,2024-01-13,3.0,3.0,On Time,257.67,74.08,4666
SHP000494,ORD000494,WH04,DHL,2023-02-20,3.0,2.0,Early,270.26,72.36,4696
SHP000495,ORD000495,WH03,Amazon Logistics,2023-01-29,5.0,2.0,Early,279.74,23.38,2228
SHP000496,ORD000496,WH09,FedEx,2024-04-06,8.0,8.0,On Time,123.63,145.59,3581
SHP000497,ORD000497,WH02,UPS,2023-10-23,6.0,6.0,On Time,293.74,24.18,385
SHP000498,ORD000498,WH09,FedEx,2023-10-24,,7.0,On Time,180.15,143.61,2221
SHP000499,ORD000499,WH10,USPS,2024-12-26,9.0,9.0,On Time,347.22,121.44,4846
SHP000500,ORD000500,WH02,Amazon Logistics,2024-02-11,4.0,4.0,On Time,182.18,145.17,4262
SHP000501,ORD000501,WH10,DHL,2024-09-04,14.0,14.0,On Time,161.21,75.98,1923
SHP000502,ORD000502,WH03,Amazon Logistics,2024-02-09,7.0,10.0,Late,58.74,140.21,1049
SHP000503,ORD000503,WH07,Amazon Logistics,2023-12-12,10.0,10.0,On Time,276.43,77.69,1835
SHP000504,ORD000504,WH02,DHL,2024-09-13,9.0,9.0,On Time,74.75,146.16,510
SHP000505,ORD000505,WH01,UPS,2024-02-24,13.0,16.0,Late,308.19,144.18,4725
SHP000506,ORD000506,WH09,UPS,2023-07-01,14.0,,On Time,144.03,8.73,2100
SHP000507,ORD000507,WH06,FedEx,2023-01-01,10.0,10.0,On Time,238.25,41.7,271
SHP000508,ORD000508,WH09,Amazon Logistics,2024-07-20,12.0,19.0,Late,243.9,34.7,2660
SHP000509,ORD000509,WH03,UPS,2024-01-06,13.0,13.0,On Time,246.78,29.75,1419
SHP000510,ORD000510,WH03,XPO Freight,2024-10-22,8.0,8.0,Cancelled,74.8,166.9,889
SHP000511,ORD000511,WH10,UPS,2024-03-06,9.0,9.0,On Time,105.45,110.86,1211
SHP000512,ORD000512,WH03,USPS,2023-11-05,,7.0,On Time,290.64,76.21,633
SHP000513,ORD000513,WH02,XPO Freight,2023-05-17,8.0,6.0,Early,148.14,42.74,354
SHP000514,ORD000514,WH06,FedEx,2023-07-21,,7.0,On Time,216.66,93.49,2569
SHP000515,ORD000515,WH03,Amazon Logistics,2024-03-11,14.0,14.0,On Time,223.38,157.66,4274
SHP000516,ORD000516,WH05,Amazon Logistics,2023-11-09,,7.0,On Time,296.76,130.47,4714
SHP000517,ORD000517,WH05,DHL,2023-04-27,4.0,4.0,On Time,79.92,105.82,1781
SHP000518,ORD000518,WH10,DHL,2024-10-27,,7.0,On Time,5318.721783152277,189.58,3307
SHP000519,ORD000519,WH03,FedEx,2024-07-28,8.0,8.0,On Time,62.78,130.22,1664
SHP000520,ORD000520,WH03,USPS,2023-09-01,4.0,4.0,On Time,279.89,25.79,4641
SHP000521,ORD000521,WH01,USPS,2024-06-20,5.0,5.0,On Time,308.9,125.41,4469
SHP000522,ORD000522,WH06,UPS,2024-08-24,10.0,7.0,Early,262.93,121.52,1379
SHP000523,ORD000523,WH03,UPS,2023-03-16,10.0,13.0,Late,136.79,183.35,1906
SHP000524,ORD000524,WH01,Amazon Logistics,2024-01-21,13.0,13.0,On Time,139.37,117.06,4048
SHP000525,ORD000525,WH10,XPO Freight,2023-07-29,14.0,17.0,Late,243.58,150.66,2507
SHP000526,ORD000526,WH09,Amazon Logistics,2024-04-19,6.0,6.0,On Time,241.65,172.57,1576
SHP000527,ORD000527,WH01,USPS,2024-02-22,11.0,17.0,Late,317.84,159.69,2814
SHP000528,ORD000528,WH05,XPO Freight,2023-12-13,10.0,18.0,Late,285.79,91.79,3397
SHP000529,ORD000529,WH05,XPO Freight,2024-06-12,3.0,3.0,On Time,184.89,22.83,4982
SHP000530,ORD000530,WH02,XPO Freight,2024-10-01,10.0,10.0,On Time,355.95,53.58,4175
SHP000531,ORD000531,WH01,FedEx,2023-06-28,3.0,0.0,Early,28.62,31.45,4960
SHP000532,ORD000532,WH06,USPS,2023-07-01,6.0,12.0,Late,188.13,94.33,4717
SHP000533,ORD000533,WH07,UPS,2024-10-25,12.0,12.0,On Time,167.89,143.41,4923
SHP000534,ORD000534,WH09,XPO Freight,2023-01-25,8.0,8.0,On Time,246.04,3.05,1014
SHP000535,ORD000535,WH08,Amazon Logistics,2023-06-29,,7.0,On Time,62.03,112.05,2629
SHP000536,ORD000536,WH10,USPS,2024-12-10,12.0,21.0,Late,419.37,26.99,2310
SHP000537,ORD000537,WH03,USPS,2024-05-15,6.0,6.0,On Time,151.9,98.47,1086
SHP000538,ORD000538,WH09,XPO Freight,2023-06-10,,7.0,On Time,95.24,148.84,968
SHP000539,ORD000539,WH01,FedEx,2023-06-26,10.0,10.0,On Time,237.34,105.84,3677
SHP000540,ORD000540,WH06,Amazon Logistics,2023-10-12,11.0,20.0,Late,143.03,7.7,4514
SHP000541,ORD000541,WH10,UPS,2023-03-04,8.0,8.0,On Time,154.49,181.66,1602
SHP000542,ORD000542,WH02,FedEx,2024-10-23,6.0,6.0,Cancelled,285.39,95.78,2495
SHP000543,ORD000543,WH10,USPS,2024-10-27,4.0,4.0,On Time,267.62,172.86,2297
SHP000544,ORD000544,WH09,DHL,2023-06-05,9.0,9.0,On Time,114.79,186.75,4712
SHP000545,ORD000545,WH09,USPS,2024-04-13,12.0,12.0,On Time,211.99,141.68,4294
SHP000546,ORD000546,WH08,XPO Freight,2023-02-18,5.0,5.0,On Time,170.11,16.6,4849
SHP000547,ORD000547,WH07,USPS,2023-03-25,13.0,11.0,Early,262.15,185.21,1810
